"","molSIDs","XLogP","MW","LipinskiFailures","nRotB","MLogP","nAtomLAC","nAtomP","nAtomLC","nB","nBase","nAtom","nAromBond","naAromAtom","ALogP","ALogp2","AMR","nAcid","nSmallRings","nAromRings","nRingBlocks","nAromBlocks","nRings3","nRings4","nRings5","nRings6","nRings7","nRings8","nRings9","tpsaEfficiency","Zagreb","WPATH","WPOL","WTPT.1","WTPT.2","WTPT.3","WTPT.4","WTPT.5","VAdjMat","VABC","TopoPSA","topoShape","geomShape","PetitjeanNumber","MDEC.11","MDEC.12","MDEC.13","MDEC.14","MDEC.22","MDEC.23","MDEC.24","MDEC.33","MDEC.34","MDEC.44","MDEO.11","MDEO.12","MDEO.22","MDEN.11","MDEN.12","MDEN.13","MDEN.22","MDEN.23","MDEN.33","khs.sLi","khs.ssBe","khs.ssssBe","khs.ssBH","khs.sssB","khs.ssssB","khs.sCH3","khs.dCH2","khs.ssCH2","khs.tCH","khs.dsCH","khs.aaCH","khs.sssCH","khs.ddC","khs.tsC","khs.dssC","khs.aasC","khs.aaaC","khs.ssssC","khs.sNH3","khs.sNH2","khs.ssNH2","khs.dNH","khs.ssNH","khs.aaNH","khs.tN","khs.sssNH","khs.dsN","khs.aaN","khs.sssN","khs.ddsN","khs.aasN","khs.ssssN","khs.sOH","khs.dO","khs.ssO","khs.aaO","khs.sF","khs.sSiH3","khs.ssSiH2","khs.sssSiH","khs.ssssSi","khs.sPH2","khs.ssPH","khs.sssP","khs.dsssP","khs.sssssP","khs.sSH","khs.dS","khs.ssS","khs.aaS","khs.dssS","khs.ddssS","khs.sCl","khs.sGeH3","khs.ssGeH2","khs.sssGeH","khs.ssssGe","khs.sAsH2","khs.ssAsH","khs.sssAs","khs.sssdAs","khs.sssssAs","khs.sSeH","khs.dSe","khs.ssSe","khs.aaSe","khs.dssSe","khs.ddssSe","khs.sBr","khs.sSnH3","khs.ssSnH2","khs.sssSnH","khs.ssssSn","khs.sI","khs.sPbH3","khs.ssPbH2","khs.sssPbH","khs.ssssPb","Kier1","Kier2","Kier3","HybRatio","fragC","FMF","ECCEN","SP.0","SP.1","SP.2","SP.3","SP.4","SP.5","SP.6","SP.7","VP.0","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VP.7","SPC.4","SPC.5","SPC.6","VPC.4","VPC.5","VPC.6","SC.3","SC.4","SC.5","SC.6","VC.3","VC.4","VC.5","VC.6","SCH.3","SCH.4","SCH.5","SCH.6","SCH.7","VCH.3","VCH.4","VCH.5","VCH.6","VCH.7","C1SP1","C2SP1","C1SP2","C2SP2","C3SP2","C1SP3","C2SP3","C3SP3","C4SP3","ATSp1","ATSp2","ATSp3","ATSp4","ATSp5","ATSm1","ATSm2","ATSm3","ATSm4","ATSm5","ATSc1","ATSc2","ATSc3","ATSc4","ATSc5","nHBDon","nHBAcc","PPSA.1","PPSA.2","PPSA.3","PNSA.1","PNSA.2","PNSA.3","DPSA.1","DPSA.2","DPSA.3","FPSA.1","FPSA.2","FPSA.3","FNSA.1","FNSA.2","FNSA.3","WPSA.1","WPSA.2","WPSA.3","WNSA.1","WNSA.2","WNSA.3","RPCG","RNCG","RPCS","RNCS","THSA","TPSA","RHSA","RPSA","bpol","apol"
"503","49677282",1.695,311.13215718,0,4,3.11,0,11,3,25,1,41,17,16,4.7458,22.52261764,84.7552,0,3,3,2,2,0,0,0,3,0,0,0,0.107510584258406,120,1254,34,46.8134757009896,2.03536850873868,11.4292401853833,5.63438493904767,3.27259400853404,5.64385618977472,291.863893343063,29.54,1,NA,0.5,0.125,4.08357866514359,3.20138227050899,0,10.8970927427932,19.488503673683,0,5.72497216654694,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,8,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8112,7.92,4.75932936722553,0.210526315789474,1343.04,0.826086956521739,463,16.396976746569,11.008040390847,10.3931936785128,7.80497081085795,6.94533377759679,5.40964091658726,4.00626351470702,2.11628365933565,13.174690365327,7.47488192686872,5.89249798285547,3.7674804205376,2.76163274239413,1.82039704263885,1.09021835731098,0.527351907377992,3.08246587206661,5.28069490886823,7.25051229319235,1.23335000223449,1.7284282557,1.97212713860381,1.82824078043247,0,0.136082763487954,0,0.852387617245292,0,0.0464731279854338,0,0,0,0,0.206930270632866,0.471103198427891,0,0,0,0.0665654302687319,0.109487264919656,0,0,1,10,4,3,0,0,0,1491.23184845889,1731.47678541893,2378.82067154053,2347.32115183968,2029.37049587866,26.410962511401,27.0766068424642,38.5987710334824,37.4887578414349,34.9870317517479,0.409266957893714,-0.26121770678571,0.083893375938164,0.0237370679495335,-0.21278336642962,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.734726,48.703274
"504","49677243",2.202,233.11642684,0,3,2.23,0,12,3,18,0,32,6,6,1.5112,2.28372544,57.0103,0,2,1,2,1,0,0,0,2,0,0,0,0.251977094863059,82,606,21,34.3067394610916,2.01804349771127,14.3656188166072,4.83419210097018,9.53142671563699,5.16992500144231,217.883797331223,58.74,0.833333333333333,NA,0.454545454545455,0,0,0,0,13.1612726641062,6.59446407553746,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0.816496580927726,0.142857142857143,0,0,0,0,0,0,0,0,5,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4320987654321,6.80529300567108,4.30178326474623,0.416666666666667,817.05,0.823529411764706,305,12.0875756698105,8.25402019542349,7.10620864734934,5.5421286986263,4.09079312853704,3.17768643259532,1.94663923452575,1.2466419528632,9.4320675145312,5.84292528660966,4.14481196731048,2.84894693655664,1.84093014185726,1.29594791257501,0.4918038264178,0.250063242804663,1.90646551830432,2.17398386520671,2.34318866983758,0.537495928479,0.579963797901224,0.596661168157216,0.908248290463863,0,0.166666666666667,0,0.314076175062696,0,0,0,0,0,0,0.185395405949299,0.179206871180051,0,0,0,0.106834719281987,0.0710347015697766,0,0,1,5,1,2,3,0,0,897.34759989144,997.48566295332,1247.51040283021,1108.89507554245,786.433237515503,19.6288789749113,20.1316312281315,25.7681084552496,23.6578233739738,17.3254595076129,0.159384218472682,-0.0144970907950702,-0.0725330190252566,0.00915330729091282,0.0128641400690489,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.634105,36.025895
"505","49677049",1.484,451.15657748,0,6,3.22,2,17,4,35,0,57,17,16,3.2797,10.75643209,116.066,1,4,3,3,2,0,0,0,4,0,0,0,0.261106688631226,170,3033,55,65.3096610848941,2.04092690890294,23.3045957892848,10.0150203626402,10.1723445759809,6.12928301694497,412.729879394746,115.58,0.875,NA,0.466666666666667,0.333333333333333,3.48082390379911,3.84731298524,0,12.6407584018084,25.7312582588204,0,9.73998429282009,0,0,0.882477177244053,0,0,0,0,0,0,0.632455532033676,0.2,0,0,0,0,0,0,2,0,5,0,0,7,1,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1036734693878,11.16,5.81421251949209,0.333333333333333,2608.08,0.78125,814,22.8276981668872,15.3462443482985,14.1418511493964,12.1400819017411,9.63854440556798,7.81842513916582,5.70623270312631,4.36347798020944,18.8926801842328,11.5625826384776,9.04512310518822,6.93861745773572,4.81042760895329,3.51757422571745,2.19958030696276,1.48081565176801,5.87162457235366,8.43055163507272,11.7032978558443,2.5113246325099,3.1656302538964,3.85370135203336,2.31341741218215,0,0.773054406427977,0,1.09734428924438,0,0.23443397332831,0,0,0,0,0.280068969573295,0.546404712021694,0,0,0,0.128883761430802,0.190828191958879,0,0,3,9,3,5,2,1,0,2509.99388685189,2975.67845999533,4223.8932697928,4576.30927278417,4093.30148153939,42.3055700844432,40.9973937830798,60.7958916515217,69.8281313726439,67.6095852894798,0.663423085498989,-0.391531725717002,0.205097522490716,-0.141141051009309,-0.185843364363688,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.764175,68.317825
"506","49676991",1.218,305.11642684,0,5,2.89,0,22,3,25,0,38,18,18,2.9144,8.49372736,85.7062,0,3,3,3,3,0,0,0,3,0,0,0,0.210116514092565,116,1408,31,47.0479482998812,2.04556296956005,14.8266536668817,5.69186110097686,9.13479256590479,5.64385618977472,274.320952881623,64.11,1,NA,0.5,0,1.84982984844896,1.36769723378065,0,11.2137061433075,16.9553098331314,0,3.84921104963407,0,0,0,0.142857142857143,0,0,0,0,0.543690186501446,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8112,8.90909090909091,5.5,0.0555555555555556,1094.05,0.91304347826087,539,16.070703332936,11.2035099382067,9.87133288677256,7.84455098399422,6.31322366837844,5.15908665177225,2.8347311759002,2.09296276919796,12.5617767330135,7.12531878070724,4.9936934935526,3.15435105946646,2.05474086064774,1.32740674441542,0.587028479441561,0.328126153024317,2.55837967502472,3.68724418233875,4.99860920614683,0.760297401471161,0.904210838169231,0.957411455263992,1.30341649735279,0,0.117851130197758,0,0.505110379054766,0,0.0170103454359943,0,0,0,0,0.268728739282632,0.321465769612263,0,0,0,0.0748005645285431,0.0747525278594023,0,0,5,10,2,1,0,0,0,1327.58338632505,1503.25183810185,1959.1930143559,1839.00949457573,1520.16318171,25.6288789749113,26.9933675304804,36.5985646349266,34.7369034270407,28.9896434618781,0.452685578475537,-0.265868756203824,-0.0330007685176764,0.109342528052102,-0.0516223045334728,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.572105,46.585895
"507","49676738",4.162,364.15109604,0,5,2.56,2,16,4,28,0,45,12,12,2.3235,5.39865225,88.4415,0,3,2,3,2,0,0,0,3,0,0,0,0.159604078175329,136,1992,39,52.5719114794054,2.02199659536175,22.277710501148,2.48375262374778,12.7436434095894,5.8073549220576,313.539539042548,58.12,1,NA,0.5,0,1.87830573206264,0.957670155219761,0.0666666666666667,11.271415718134,16.0424146703859,1.30447521387071,3.11407237955384,1.17598420034013,0,0,0,0,0,0,0,0.863054373997182,0.7937005259841,0,0,0,0,0,0,0,1,0,4,0,0,6,1,0,0,1,4,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7270408163265,9,5.75,0.388888888888889,1559.08,0.692307692307692,676,18.7338400397525,12.3255184061348,11.9783925904587,9.26703953251017,6.5939486529588,5.63130887399447,3.7203739922183,2.72932696337031,14.253661505065,8.40024443771562,6.47557626156961,4.45409151749981,2.81181896895806,2.07356591296366,1.10251344942321,0.60661895338817,4.90901404379435,5.23644904390397,6.7006834666194,1.46257435832356,1.52894532060058,1.70326371919335,2.72961549550978,0.288675134594813,0.779039102362461,0.204124145231932,0.874601305300864,0.013498731178901,0.0722545317370707,0.00275541696360878,0,0,0,0.25,0.334708988162088,0,0,0,0.108994166881235,0.140389254691296,0,0,2,8,1,4,2,1,0,1490.03810767694,1722.51163301923,2341.16084546359,2292.25894776348,1844.70695699969,32.7205226577748,31.6007011452476,49.325022892164,47.3752709709285,35.2375405538255,0.637370467715762,-0.28068437520056,-0.207171891290845,0.239521513320413,-0.0659394888831099,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.297933,51.222067
"508","49676678",2.375,358.16812812,0,3,3.55,0,22,3,30,0,49,17,16,3.8197,14.59010809,107.6332,1,4,3,2,2,0,0,0,4,0,0,0,0.149175752405582,146,1836,47,55.7368870498874,2.06432914999583,11.1441669931755,4.89481687927299,6.24935011390253,5.90689059560852,337.44765710199,53.43,0.857142857142857,NA,0.461538461538462,0.5,3.45076865390389,2.45611397082772,0,15.4669004913117,29.1256884937681,0,12.1186659011639,0,0,0.5,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,2,0,3,0,1,8,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.28,8.78853434288805,4.30221200804367,0.217391304347826,2002.04,0.777777777777778,599,18.9658908473214,13.0417138956582,12.0446781117363,10.0394800543383,8.7415820274647,7.56307771867045,5.40863373437499,4.06483518696012,15.56736184323,9.17615305184348,7.14535398985767,5.13457007228223,3.78914753372147,2.77745620493647,1.6928751951716,1.0953301335953,4.51560068117117,7.32060054148857,11.0165190878507,1.84302969534846,2.50286092835272,3.1362540916271,1.89015021347357,0,0.560137939146591,0,0.885581614110946,0,0.187305677106872,0,0,0,0,0.280068969573295,0.498188254946383,0,0,0,0.113725154239088,0.162143409715097,0,0,1,12,5,0,3,0,0,2064.21949599686,2472.15527860807,3566.15195770661,3833.10743473972,3422.77581838072,29.2688986736349,31.4950936201674,45.4357445888887,49.6578233739738,48.4876454829627,0.352985598829323,-0.197049438988639,0.0428717485849358,0.0293907683044361,-0.141651727431329,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.308554,58.953446
"509","49676667",1.772,353.01974536,0,3,2.34,3,9,4,22,0,36,10,9,2.7866,7.76513956,85.9608,0,3,2,2,1,0,0,1,2,0,0,0,0.183219213231376,106,869,30,40.9443624257339,2.0472181212867,18.2714830527467,2.48800150603431,10.0731035923244,5.4594316186373,258.221724216762,64.68,1,NA,0.5,0,1.57637087565529,0.758173946357954,0,7.17566480497251,11.8419157257706,0,2.93381022134075,0,0,0,0,0,0,0,0,0,0.632455532033676,0.333333333333333,0,0,0,0,0,0,1,0,5,0,0,3,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.9173553719008,6.40582726326743,3.27662105889352,0.428571428571429,1064.06,0.75,394,14.1125196961929,9.66903509559602,8.73025975586376,7.5448911554721,5.93801519913248,4.72901868748877,3.38350279059315,2.50778929868146,13.7061796739809,8.36888182124516,6.75464899968787,5.11675635915904,3.96141502616603,2.71979769846174,1.82314060739027,1.26331269199196,3.23753411938741,4.65433505665534,5.88868245879134,1.97578404217749,2.85396414570155,3.27356634635218,1.35771072832366,0,0.284517796864425,0,0.979284260413344,0,0.139155651246738,0,0,0,0.0962250448649376,0.34301303412082,0.553135066668387,0,0,0.0684653196881458,0.183731824505234,0.281531019831757,0,0,1,6,0,5,1,0,0,1684.81538875813,1981.51928353965,2773.37298943017,2542.52739896016,2024.7506819362,71.2402537691358,32.6537933128267,52.2806392811782,50.5040215054384,53.2507030781883,0.372237487385274,-0.252444034487237,0.106402965889615,0.0029171903621571,-0.162940369414916,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.299312,45.360688
"510","49676661",2.165,323.08591102,0,4,2.45,4,9,5,23,0,39,10,9,2.4146,5.83029316,86.0544,0,3,2,2,1,0,0,1,2,0,0,0,0.200194430626212,110,1017,31,42.9448545476827,2.04499307369918,18.3302430033454,2.52251930289873,10.0968320810549,5.52356195605701,271.445157635495,64.68,0.857142857142857,NA,0.461538461538462,0,1.74267315189892,0.641344695060506,0,8.70248182026903,12.367721499471,0,2.93381022134075,0,0,0,0,0,0,0,0,0,0.632455532033676,0.333333333333333,0,0,0,0,0,0,1,0,6,0,0,3,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8790170132325,7.05078125,3.6734693877551,0.466666666666667,1261.06,0.714285714285714,445,14.8196264773794,10.169035095596,9.11068659999471,7.64495754046902,6.29572592745614,4.89568535415543,3.5103117386368,2.55281881584915,13.5832188620712,8.45384802469704,6.67185586077489,5.02001584441487,3.83397370897039,2.63133538581806,1.73745231326808,1.15606825440206,3.16849852565856,4.68885285351977,6.05534912545801,1.80783227538815,2.57716891656096,2.94329107097859,1.35771072832366,0,0.284517796864425,0,0.840939661563969,0,0.139155651246738,0,0,0,0.0962250448649376,0.34301303412082,0.553135066668387,0,0,0.0684653196881458,0.183731824505234,0.261562696985102,0,0,1,6,0,5,2,0,0,1667.97097869667,1959.76701196701,2732.37082786072,2522.49841991531,2057.48239960043,36.6951128856692,29.9528884911202,45.8788296377652,44.1022118620254,42.167451230344,0.382721672145913,-0.255262132962994,0.106245173940357,0.00069479397974433,-0.166506715320471,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.615726,47.584274
"511","49676524",0.792,262.02122674,0,3,2.12,0,16,3,20,0,25,15,14,3.0812,9.49379344,64.1246,0,3,3,2,2,0,0,2,1,0,0,0,0.318180328507228,96,629,24,36.9177719257607,2.05098732920893,17.4627572514369,5.55339495853802,6.20975323560112,5.32192809488736,192.034243928562,83.37,0.8,NA,0.444444444444444,0,0,0,0,3.83994842435896,9.71083707368928,0,5.75777924456066,0,0,0,0.333333333333333,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.005,5.55102040816327,2.80496712929145,0,423.06,0.888888888888889,290,12.5351694270032,8.73718344301788,7.92707458480808,6.72204929361262,5.65857143081553,3.81153114849461,2.67112522147603,1.77085066604043,9.83052113596626,5.95424999137331,4.56767110484315,3.27122170805933,2.41027060885279,1.41752690283966,0.829804462918856,0.474393550148336,2.74408330983579,4.31034263372158,5.31530693809695,1.02593025376021,1.43984766799924,1.45132665387041,1.14494476284425,0,0.282117556806673,0,0.534120108076283,0,0.0637553522720786,0,0,0,0.240562612162344,0.34301303412082,0.615440765725297,0,0,0.107749029754065,0.151691906689445,0.19643903140991,0,0,2,9,0,0,0,0,0,1177.56265929913,1392.82435675757,1933.7646479527,1592.20838231598,1319.2192056676,27.8986958511275,25.5823591847506,39.4704067806153,34.0067812418991,33.8293956988876,0.457320965595578,-0.230711408407414,-0.0483667905487234,0.0766290990824673,-0.062104942301294,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.989449,33.048551
"512","49676468",1.199,273.10010808,0,6,2.56,3,12,4,21,0,35,11,11,2.7201,7.39894400999999,72.235,1,2,2,2,2,0,0,1,1,0,0,0,0.291248511614284,98,916,25,39.8951206403402,1.99475603201701,13.4421249772345,10.3880354525098,3.05408952472464,5.39231742277876,249.185766792012,79.54,0.833333333333333,NA,0.454545454545455,0,1.39231637825538,1.23798984841844,0,7.36951767250108,13.6263561405431,0,4.27127077497309,0,0,0.721124785153704,0.405480133038227,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3718820861678,7.85204081632653,5.05785123966942,0.2,916.05,0.75,369,14.5351694270032,9.5585506480638,8.65488214613902,6.40042508778269,5.14869591197788,3.65090348540554,2.10432921444137,1.29794095522854,11.0502736444024,6.23524403157684,4.4112713403021,2.82603921836869,1.8475352446158,1.11523763827644,0.522452833998032,0.279862087345616,2.56525325041127,3.76806258821958,4.32112668306813,0.74861870214488,0.917246906289298,0.846040785709336,1.41755717790951,0,0.204124145231932,0,0.463334360935965,0,0.0340094902507016,0,0,0,0.117851130197758,0.284517796864425,0.24929698596356,0,0,0.0340206908719886,0.0858547298660008,0.0688443844300065,0,0,2,9,1,1,2,0,0,1063.3464331346,1196.30257818007,1554.79255961102,1377.19591622086,1171.20495843071,23.4578564434403,22.9928237520237,32.1511202720769,27.9893715726497,27.0960228775546,0.479607036874283,-0.211381329522531,0.0138975559426181,-0.0811813391690002,0.0251732788721549,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.890105,40.709895
"513","49676461",1.588,289.12488338,0,4,2.56,4,9,5,22,0,39,10,9,1.6228,2.63347984,81.3247,0,3,2,2,1,0,0,1,2,0,0,0,0.223709558457445,104,886,29,41.0926239284844,2.05463119642422,15.7844705229042,2.52250637615764,10.0948012508859,5.4594316186373,256.234089865062,64.68,1,NA,0.5,0,1.77974574477679,0.57148808593976,0,10.8564231555241,11.2819328459729,0,1.90376602086622,0,0,0,0,0,0,0,0,0,0.632455532033676,0.333333333333333,0,0,0,0,0,0,1,0,6,0,0,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9173553719008,6.84,3.4425,0.466666666666667,1301.05,0.75,400,13.9493829893763,9.77518824547867,8.4769194052632,7.30941233912126,6.04038600569755,4.62357464292295,3.22333725418042,2.38638573683761,12.5266757122331,7.97621771266023,6.09109813556259,4.74655167916257,3.53164965361109,2.42882190485997,1.54778056761711,1.01628524245077,2.81933379909279,4.23179495733182,5.26379674269279,1.6179059369855,2.23937027856655,2.46527672363529,1.06903559372885,0,0.284517796864425,0,0.651957425059355,0,0.139155651246738,0,0,0,0.0962250448649376,0.358304985710177,0.515548582623779,0,0,0.0684653196881458,0.187453341066777,0.243565219683682,0,0,1,6,0,5,2,0,0,1522.5141860543,1784.15143102833,2465.62969638265,2251.83996454027,1814.46922614717,27.9821629778204,27.0011178516821,39.975288358889,38.1986705831492,31.3350870105002,0.356710046005105,-0.249307438045681,0.103335304049659,0.011391745047473,-0.152708533954524,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.288933,46.071067
"514","49676299",2.391,338.12421258,0,4,2.56,0,8,3,26,0,41,12,12,3.7853,14.32849609,84.5761,0,3,2,2,2,0,0,0,3,0,0,0,0.102299683705189,128,1423,40,48.6893689202721,2.02872370501134,19.4074598436969,5.61703281215315,6.64643740486618,5.70043971814109,285.676719401709,34.59,0.857142857142857,NA,0.461538461538462,0.2,2.64707041825986,2.61127520928166,0.174077655955698,8.32134245357951,16.2129494061002,1.72127674598806,4.34580987915942,1.15010148027255,0,0,0,0.333333333333333,0,0,0,0,0.5,0,0,0,0,0,0,0,2,0,3,0,0,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7810650887574,7.70914127423823,4.2332361516035,0.352941176470588,1297.07,0.666666666666667,508,17.3196264773794,11.418364763462,10.8790809308413,8.77008291495305,7.0094169710924,5.73141892754652,4.20634669664549,3.21394815736367,13.3528888804631,7.4407256548698,5.55028900858987,4.11723900502219,2.81953500748277,2.05433950445562,1.25031245974227,0.797113242472985,4.65818340420283,6.48968658924851,8.17369403844796,1.47640774296573,1.82986038879118,2.1301487808891,2.51036297108185,0.288675134594813,0.683012701892219,0.144337567297406,0.708987354057634,0.013498731178901,0.120137354729323,0.00449957705963366,0,0,0,0.206930270632866,0.38242278429367,0,0,0,0.0818783782310348,0.132261701379542,0,0,2,6,3,3,1,0,0,1415.80025413239,1677.62643673405,2392.5784282147,2481.8631745118,2004.327296641,30.7750310907628,29.904632909008,46.7707456274124,46.9230030786657,41.1027645209764,0.727596256040387,-0.453215653331355,0.0945419144070213,-0.0138606202824404,-0.0145204157049119,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.325519,46.730481
